N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
908.0,아모레G우,12610.0,290.0,-2.25%,500.0,,,
909.0,유성기업,3125.0,210.0,+7.20%,500.0,2968.0,4270.0,67.0
910.0,혜인,6360.0,50.0,-0.78%,500.0,1780.0,2405.0,27.0
911.0,솔루스첨단소재1우,9540.0,150.0,-1.55%,100.0,,,
912.0,NH프라임리츠,4320.0,5.0,-0.12%,500.0,76.0,998.0,73.0
913.0,KBSTAR 단기국공채액티브,105160.0,5.0,0.00%,0.0,,,
914.0,대우부품,1684.0,5.0,+0.30%,500.0,1005.0,912.0,-58.0
915.0,신한 레버리지 코스닥 150 선물 ETN,32055.0,580.0,-1.78%,0.0,,,
916.0,화승알앤에이,4215.0,125.0,+3.06%,500.0,6579.0,4226.0,155.0
917.0,세하,1387.0,2.0,-0.14%,1000.0,2273.0,2010.0,35.0
918.0,KODEX 미국메타버스나스닥액티브,6780.0,105.0,-1.53%,0.0,,,
919.0,이화산업,28450.0,6550.0,+29.91%,5000.0,586.0,2685.0,-9.0
920.0,한솔로지스틱스,2885.0,20.0,-0.69%,500.0,10154.0,2745.0,363.0
921.0,삼성 레버리지 천연가스 선물 ETN C,15825.0,975.0,-5.80%,0.0,,,
922.0,서울식품,211.0,2.0,-0.94%,100.0,643.0,709.0,13.0
923.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),78920.0,3630.0,+4.82%,0.0,,,
924.0,KODEX 미국달러선물인버스2X,6710.0,140.0,+2.13%,0.0,,,
925.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),78820.0,3675.0,+4.89%,0.0,,,
926.0,써니전자,2260.0,0.0,0.00%,500.0,174.0,765.0,17.0
927.0,하이스틸,3895.0,55.0,-1.39%,500.0,3164.0,2925.0,169.0
928.0,서원,1654.0,110.0,-6.24%,500.0,2757.0,2662.0,2.0
929.0,삼화왕관,36200.0,100.0,-0.28%,5000.0,1544.0,2228.0,36.0
930.0,천일고속,54200.0,800.0,-1.45%,5000.0,377.0,548.0,-74.0
931.0,ACE G2전기차&자율주행액티브,8405.0,90.0,-1.06%,0.0,,,
932.0,영보화학,3860.0,75.0,-1.91%,500.0,830.0,1804.0,50.0
933.0,태양금속,2095.0,55.0,+2.70%,500.0,5695.0,4910.0,159.0
934.0,한국종합기술,7000.0,250.0,+3.70%,500.0,2837.0,3327.0,54.0
935.0,TIGER 200선물레버리지,11950.0,60.0,-0.50%,0.0,,,
936.0,남성,2110.0,5.0,+0.24%,500.0,981.0,2712.0,25.0
937.0,TIGER 소프트웨어,9160.0,50.0,+0.55%,0.0,,,
938.0,세원정공,7600.0,220.0,+2.98%,500.0,1152.0,6288.0,-109.0
939.0,ARIRANG 신흥국MSCI(합성 H),8930.0,45.0,+0.51%,0.0,,,
940.0,대유에이텍,651.0,1.0,+0.15%,500.0,14040.0,13752.0,-320.0
941.0,DSR제강,5240.0,0.0,0.00%,500.0,2617.0,2594.0,264.0
942.0,한세엠케이,2505.0,75.0,+3.09%,500.0,2715.0,2248.0,-211.0
943.0,시디즈,37650.0,550.0,+1.48%,500.0,2433.0,851.0,0.0
944.0,부산산업,71200.0,100.0,-0.14%,5000.0,1526.0,1347.0,53.0
945.0,TIGER 미국S&P500TR(H),10080.0,90.0,-0.88%,0.0,,,
946.0,오리엔트바이오,633.0,15.0,+2.43%,500.0,263.0,1050.0,-38.0
947.0,영흥,740.0,15.0,-1.99%,500.0,5274.0,5357.0,42.0
948.0,KODEX 미국종합채권SRI액티브(H),98190.0,305.0,+0.31%,0.0,,,
949.0,한익스프레스,6230.0,200.0,+3.32%,500.0,8581.0,4079.0,199.0
950.0,엔케이,933.0,10.0,+1.08%,500.0,767.0,1857.0,9.0
951.0,호전실업,7650.0,40.0,+0.53%,500.0,4800.0,3161.0,406.0
952.0,사조오양,7880.0,50.0,+0.64%,5000.0,3691.0,3432.0,102.0
953.0,태평양물산,1523.0,16.0,-1.04%,500.0,10846.0,7212.0,684.0
954.0,티에이치엔,4100.0,55.0,+1.36%,500.0,4697.0,3714.0,11.0
955.0,KODEX 미국반도체MV,11165.0,165.0,-1.46%,0.0,,,
956.0,인터지스,2475.0,40.0,+1.64%,500.0,7200.0,4332.0,354.0
957.0,평화산업,1331.0,10.0,+0.76%,500.0,5199.0,2366.0,57.0
958.0,인디에프,1033.0,79.0,+8.28%,500.0,1353.0,1197.0,-130.0
959.0,까뮤이앤씨,1616.0,1.0,-0.06%,500.0,1951.0,1955.0,-159.0
960.0,비상교육,5600.0,20.0,-0.36%,500.0,2530.0,3092.0,35.0
961.0,SK케미칼우,34400.0,1250.0,+3.77%,5000.0,,,
962.0,우성,23500.0,1250.0,-5.05%,5000.0,6123.0,4020.0,-6.0
963.0,두산2우B,81300.0,900.0,+1.12%,5000.0,,,
964.0,대신 S&P 인버스 2X 천연가스 선물 ETN,72465.0,2470.0,+3.53%,0.0,,,
965.0,범양건영,2910.0,10.0,-0.34%,1000.0,1198.0,2206.0,-123.0
966.0,덕성,4605.0,120.0,+2.68%,500.0,1333.0,1252.0,52.0
967.0,부국철강,3610.0,20.0,-0.55%,500.0,2097.0,1536.0,59.0
968.0,신세계건설,18000.0,0.0,0.00%,5000.0,14324.0,10356.0,-120.0
969.0,미래에셋맵스리츠,3570.0,25.0,+0.71%,1000.0,60.0,2903.0,31.0
970.0,쌍방울,272.0,2.0,+0.74%,500.0,1033.0,1677.0,6.0
971.0,ACE 미국WideMoat가치주,19735.0,275.0,-1.37%,0.0,,,
972.0,ACE KRX금현물,12460.0,45.0,+0.36%,0.0,,,
973.0,TIGER 국채3년,107465.0,190.0,+0.18%,0.0,,,
974.0,문배철강,3455.0,65.0,-1.85%,500.0,1922.0,2069.0,30.0
975.0,KBSTAR 중국본토대형주CSI100,18355.0,25.0,+0.14%,0.0,,,
976.0,신풍제약우,31600.0,1050.0,+3.44%,500.0,,,
977.0,우진플라임,3470.0,20.0,-0.57%,500.0,2546.0,2852.0,226.0
978.0,TIGER 경기방어,8815.0,115.0,+1.32%,0.0,,,
979.0,TRUE S&P500 선물 ETN,13820.0,205.0,-1.46%,0.0,,,
980.0,KODEX 한국대만IT프리미어,17500.0,75.0,-0.43%,0.0,,,
981.0,CS홀딩스,59100.0,0.0,0.00%,5000.0,1753.0,3641.0,156.0
982.0,티웨이홀딩스,623.0,4.0,-0.64%,500.0,115.0,2107.0,-19.0
983.0,핸즈코퍼레이션,3100.0,20.0,-0.64%,500.0,7783.0,8626.0,-667.0
984.0,상신브레이크,3130.0,5.0,-0.16%,500.0,4890.0,5436.0,141.0
985.0,화인베스틸,2250.0,245.0,+12.22%,500.0,1396.0,1796.0,7.0
986.0,TIGER 인도니프티50,10095.0,65.0,-0.64%,0.0,,,
987.0,인바이오젠,467.0,0.0,0.00%,500.0,114.0,1418.0,-60.0
988.0,KR모터스,684.0,3.0,+0.44%,500.0,1171.0,1492.0,-62.0
989.0,TIGER 200 중공업,3160.0,30.0,+0.96%,0.0,,,
990.0,TRUE 나스닥 100 ETN,13130.0,180.0,-1.35%,0.0,,,
991.0,코오롱인더우,23600.0,150.0,-0.63%,5000.0,,,
992.0,아센디오,772.0,52.0,+7.22%,500.0,186.0,732.0,-90.0
993.0,미래에셋 레버리지 코스닥150 선물 ETN,32515.0,370.0,+1.15%,0.0,,,
994.0,TIGER 차이나CSI300레버리지(합성),21035.0,475.0,-2.21%,0.0,,,
995.0,성보화학,3210.0,60.0,-1.83%,500.0,664.0,1708.0,19.0
996.0,KBSTAR 미국단기투자등급회사채액티브,10275.0,55.0,-0.53%,0.0,,,
997.0,SOL 국고채10년,105500.0,335.0,+0.32%,0.0,,,
998.0,KODEX 차이나2차전지MSCI(합성),7635.0,15.0,-0.20%,0.0,,,
999.0,KBSTAR 고배당,11445.0,50.0,-0.43%,0.0,,,
1000.0,유한양행우,54200.0,400.0,+0.74%,1000.0,,,
1001.0,삼일씨엔에스,4995.0,45.0,+0.91%,1000.0,2412.0,4114.0,-70.0
1002.0,TIGER 미국S&P500레버리지(합성 H),24830.0,425.0,-1.68%,0.0,,,
1003.0,KODEX 헬스케어,12215.0,400.0,+3.39%,0.0,,,
1004.0,삼정펄프,25350.0,100.0,+0.40%,5000.0,1745.0,2327.0,47.0
1005.0,국동,1101.0,13.0,+1.19%,500.0,3299.0,1750.0,170.0
1006.0,KODEX WTI원유선물(H),12550.0,495.0,-3.79%,0.0,,,
1007.0,대신 인버스 천연가스 선물 ETN(H),7865.0,185.0,+2.41%,0.0,,,
1008.0,HANARO e커머스,11340.0,25.0,-0.22%,0.0,,,
1009.0,메타랩스,2490.0,25.0,-0.99%,2500.0,227.0,900.0,-20.0
1010.0,한창,781.0,12.0,-1.51%,500.0,893.0,1135.0,98.0
1011.0,GS우,34700.0,100.0,+0.29%,5000.0,,,
1012.0,일진디스플,1200.0,0.0,0.00%,500.0,1243.0,1173.0,11.0
1013.0,모나미,3270.0,35.0,-1.06%,1000.0,1495.0,2184.0,63.0
1014.0,계양전기,2265.0,30.0,-1.31%,500.0,3651.0,2976.0,-106.0
1015.0,갤럭시아에스엠,2230.0,25.0,-1.11%,500.0,301.0,579.0,42.0
1016.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,24350.0,1470.0,+6.42%,0.0,,,
1017.0,TIGER 화장품,2140.0,10.0,+0.47%,0.0,,,
1018.0,국보,570.0,0.0,0.00%,500.0,1023.0,1100.0,-140.0
1019.0,TIGER 200 건설,3150.0,5.0,-0.16%,0.0,,,
1020.0,화천기계,2745.0,5.0,-0.18%,500.0,1897.0,1614.0,13.0
1021.0,신한 WTI원유 선물 ETN(H),6015.0,240.0,-3.84%,0.0,,,
1022.0,히어로즈 종합채권(AA-이상)액티브,100120.0,0.0,0.00%,0.0,,,
1023.0,동양피스톤,4560.0,50.0,+1.11%,500.0,3979.0,3743.0,74.0
1024.0,ARIRANG 미국S&P500(H),17045.0,140.0,-0.81%,0.0,,,
1025.0,미래에셋 전기전자 Core5 ETN,29730.0,0.0,0.00%,0.0,,,
1026.0,KB Wise 분할매매 ETN,9875.0,0.0,0.00%,0.0,,,
1027.0,KODEX 차이나H레버리지(H),2050.0,55.0,+2.76%,0.0,,,
1028.0,TIGER 차이나HSCEI,9330.0,135.0,+1.47%,0.0,,,
1029.0,KBSTAR 중기우량회사채,104545.0,225.0,+0.22%,0.0,,,
1030.0,HANARO 글로벌럭셔리S&P(합성),19565.0,155.0,-0.79%,0.0,,,
1031.0,KB 인버스 천연가스 선물 ETN,13010.0,130.0,+1.01%,0.0,,,
1032.0,KBSTAR Fn컨택트대표,8455.0,55.0,-0.65%,0.0,,,
1033.0,TIGER 미국필라델피아반도체레버리지(합성),9135.0,395.0,-4.14%,0.0,,,
1034.0,IHQ,239.0,0.0,0.00%,500.0,468.0,2463.0,-322.0
1035.0,전방,34450.0,200.0,-0.58%,5000.0,1249.0,3048.0,-350.0
1036.0,SG글로벌,1269.0,65.0,+5.40%,500.0,677.0,1859.0,-14.0
1037.0,TIGER 미국나스닥100커버드콜(합성),9965.0,140.0,-1.39%,0.0,,,
1038.0,진양폴리,5670.0,150.0,-2.58%,500.0,527.0,461.0,33.0
1039.0,미래에셋증권우,4025.0,10.0,-0.25%,5000.0,,,
1040.0,KBSTAR 금융채액티브,102075.0,225.0,+0.22%,0.0,,,
1041.0,진양화학,3570.0,5.0,-0.14%,500.0,291.0,446.0,-11.0
1042.0,대림B&Co,3380.0,20.0,+0.60%,1000.0,2535.0,3376.0,15.0
1043.0,한국ANKOR유전,804.0,24.0,-2.90%,0.0,,,
1044.0,TIMEFOLIO Kstock액티브,8655.0,45.0,-0.52%,0.0,,,
1045.0,키움 미국달러선물 ETN,11215.0,0.0,0.00%,0.0,,,
1046.0,부국증권우,18650.0,0.0,0.00%,5000.0,,,
1047.0,ACE 미국고배당S&P,10160.0,220.0,-2.12%,0.0,,,
1048.0,KODEX 200미국채혼합,12465.0,40.0,-0.32%,0.0,,,
1049.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),22325.0,1445.0,+6.92%,0.0,,,
1050.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),22315.0,290.0,-1.28%,0.0,,,
1051.0,영화금속,1043.0,0.0,0.00%,500.0,2849.0,2207.0,-11.0
1052.0,성문전자,2840.0,655.0,+29.98%,500.0,500.0,572.0,25.0
1053.0,TIGER 유로스탁스50(합성 H),15105.0,45.0,-0.30%,0.0,,,
1054.0,우신시스템,3000.0,30.0,-0.99%,500.0,2545.0,2825.0,80.0
1055.0,세원이앤씨,254.0,0.0,0.00%,500.0,1266.0,2827.0,18.0
1056.0,현대건설우,51800.0,900.0,+1.77%,5000.0,,,
1057.0,SJM,3500.0,10.0,+0.29%,500.0,1802.0,2433.0,71.0
1058.0,TIGER 차이나바이오테크SOLACTIVE,7535.0,105.0,+1.41%,0.0,,,
1059.0,유엔젤,4095.0,55.0,-1.33%,500.0,300.0,610.0,8.0
1060.0,KBSTAR 대형고배당10TR,15215.0,110.0,-0.72%,0.0,,,
1061.0,MH에탄올,7320.0,80.0,-1.08%,500.0,1107.0,4474.0,219.0
1062.0,선도전기,3000.0,0.0,0.00%,500.0,619.0,1317.0,-169.0
1063.0,HANARO 32-10 국고채액티브,53515.0,245.0,+0.46%,0.0,,,
1064.0,롯데칠성우,69000.0,400.0,+0.58%,500.0,,,
1065.0,DL이앤씨2우(전환),25300.0,100.0,+0.40%,5000.0,,,
1066.0,더메디팜,630.0,58.0,+10.14%,500.0,191.0,1899.0,-3.0
1067.0,QV 코스닥 150 ETN,13290.0,220.0,-1.63%,0.0,,,
1068.0,원림,23000.0,350.0,+1.55%,5000.0,819.0,1699.0,34.0
1069.0,남양유업우,311000.0,2000.0,+0.65%,5000.0,,,
1070.0,KODEX Fn성장,13990.0,75.0,+0.54%,0.0,,,
1071.0,TRUE 인버스 2X 나스닥 100 ETN,1715.0,5.0,-0.29%,0.0,,,
1072.0,한국전자홀딩스,1091.0,2.0,-0.18%,500.0,3240.0,4691.0,300.0
1073.0,TIGER KEDI혁신기업ESG30,10200.0,55.0,+0.54%,0.0,,,
1074.0,평화홀딩스,3475.0,40.0,-1.14%,500.0,7402.0,5584.0,36.0
1075.0,키움 코스피 200 ETN,10075.0,30.0,-0.30%,0.0,,,
1076.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,12120.0,195.0,-1.58%,0.0,,,
1077.0,TIGER 코스닥150 레버리지,11550.0,80.0,+0.70%,0.0,,,
1078.0,TIGER 테슬라채권혼합Fn,10040.0,30.0,+0.30%,0.0,,,
1079.0,미래에셋 레버리지 코스피200 선물 ETN,25085.0,130.0,-0.52%,0.0,,,
1080.0,동원금속,1055.0,31.0,+3.03%,500.0,3874.0,4569.0,117.0
1081.0,대림통상,3230.0,5.0,-0.15%,1000.0,1741.0,1718.0,70.0
1082.0,KODEX 차이나H,16350.0,195.0,+1.21%,0.0,,,
1083.0,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,24440.0,1515.0,+6.61%,0.0,,,
1084.0,ARIRANG ESG가치주액티브,7800.0,30.0,-0.38%,0.0,,,
1085.0,케이탑리츠,1013.0,1.0,+0.10%,1000.0,216.0,2702.0,175.0
1086.0,DL우,28700.0,300.0,-1.03%,5000.0,,,
1087.0,SJM홀딩스,3240.0,20.0,-0.61%,500.0,1842.0,3282.0,82.0
1088.0,페이퍼코리아,1010.0,12.0,-1.17%,500.0,4100.0,5018.0,258.0
1089.0,KODEX K-로봇액티브,12465.0,65.0,+0.52%,0.0,,,
1090.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
1091.0,QV 레버리지 S&P500 ETN,23435.0,615.0,-2.56%,0.0,,,
1092.0,세기상사,8430.0,270.0,-3.10%,500.0,337.0,516.0,-8.0
1093.0,HANARO Fn K-뉴딜디지털플러스,9365.0,100.0,+1.08%,0.0,,,
1094.0,동일제강,2275.0,45.0,-1.94%,500.0,1968.0,1797.0,25.0
1095.0,KODEX 코스피TR,12110.0,10.0,+0.08%,0.0,,,
1096.0,ACE 인도네시아MSCI(합성),11220.0,45.0,-0.40%,0.0,,,
1097.0,KODEX 아시아달러채권SRI플러스액티브,51550.0,360.0,-0.69%,0.0,,,
1098.0,WISCOM,2995.0,45.0,+1.53%,500.0,1257.0,1285.0,7.0
1099.0,ACE 단기채권알파액티브,102570.0,10.0,+0.01%,0.0,,,
1100.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),9320.0,20.0,-0.21%,0.0,,,
1101.0,삼성 레버리지 은 선물 ETN(H),15185.0,475.0,+3.23%,0.0,,,
1102.0,KODEX 미국달러선물인버스,8595.0,90.0,+1.06%,0.0,,,
1103.0,키움 코스닥 150 ETN,11300.0,115.0,+1.03%,0.0,,,
1104.0,KODEX 건설,3445.0,30.0,-0.86%,0.0,,,
1105.0,SOL 미국S&P500,11275.0,200.0,-1.74%,0.0,,,
1106.0,TIGER 인버스,5240.0,10.0,+0.19%,0.0,,,
1107.0,KODEX K-신재생에너지액티브,13640.0,20.0,+0.15%,0.0,,,
1108.0,TIGER 글로벌BBIG액티브,10000.0,120.0,-1.19%,0.0,,,
1109.0,바다로19호,2930.0,5.0,+0.17%,5000.0,116.0,518.0,73.0
1110.0,삼성 코스닥 150 ETN,8865.0,140.0,-1.55%,0.0,,,
1111.0,DL이앤씨우,20850.0,50.0,-0.24%,5000.0,,,
1112.0,주연테크,744.0,16.0,-2.11%,200.0,667.0,532.0,-63.0
1113.0,에셋플러스 글로벌플랫폼액티브,5935.0,50.0,-0.84%,0.0,,,
1114.0,KODEX WTI원유선물인버스(H),5400.0,190.0,+3.65%,0.0,,,
1115.0,호텔신라우,57800.0,700.0,-1.20%,5000.0,,,
1116.0,신한 레버리지 금 선물 ETN,21685.0,275.0,+1.28%,0.0,,,
1117.0,HANARO 단기채권액티브,103095.0,10.0,+0.01%,0.0,,,
1118.0,세우글로벌,1503.0,3.0,+0.20%,500.0,281.0,499.0,16.0
1119.0,미래아이앤지,1546.0,204.0,-11.66%,100.0,128.0,975.0,31.0
1120.0,우진아이엔에스,5640.0,190.0,-3.26%,500.0,840.0,1116.0,-56.0
1121.0,KODEX 차이나과창판STAR50(합성),8395.0,140.0,-1.64%,0.0,,,
1122.0,TIGER 글로벌클라우드컴퓨팅INDXX,7720.0,185.0,-2.34%,0.0,,,
1123.0,태원물산,5550.0,290.0,-4.97%,500.0,110.0,349.0,-5.0
1124.0,유화증권우,2405.0,5.0,+0.21%,1000.0,,,
1125.0,SOL KIS단기통안채,103425.0,25.0,-0.02%,0.0,,,
1126.0,TRUE 코스피 200 ETN,8360.0,35.0,-0.42%,0.0,,,
1127.0,TIGER 미국나스닥바이오,20670.0,195.0,+0.95%,0.0,,,
1128.0,삼성 코스피 200 ETN,8345.0,20.0,-0.24%,0.0,,,
1129.0,TIGER 미국나스닥100TR(H),10950.0,50.0,-0.45%,0.0,,,
1130.0,동양고속,14220.0,50.0,-0.35%,5000.0,1044.0,1655.0,-112.0
1131.0,KOSEF 통안채1년,102910.0,25.0,+0.02%,0.0,,,
1132.0,TIGER 레버리지,15225.0,65.0,-0.43%,0.0,,,
1133.0,파워 200,32760.0,115.0,-0.35%,0.0,,,
1134.0,TBH글로벌,1963.0,54.0,+2.83%,500.0,2031.0,1123.0,20.0
1135.0,형지엘리트,1312.0,13.0,-0.98%,500.0,1373.0,1092.0,39.0
1136.0,삼성 미국 대형 성장주 ETN,20430.0,455.0,-2.18%,0.0,,,
1137.0,윌비스,602.0,9.0,-1.47%,1000.0,2549.0,2704.0,2.0
1138.0,KODEX 증권,5835.0,5.0,-0.09%,0.0,,,
1139.0,에넥스,660.0,3.0,-0.45%,500.0,2060.0,1281.0,-235.0
1140.0,한국주강,3500.0,95.0,+2.79%,500.0,544.0,480.0,-5.0
1141.0,동원수산,8500.0,40.0,-0.47%,5000.0,1770.0,1218.0,58.0
1142.0,ACE 삼성그룹섹터가중,15200.0,60.0,-0.39%,0.0,,,
1143.0,TIGER 퓨처모빌리티액티브,10380.0,120.0,-1.14%,0.0,,,
1144.0,TIGER KRX인터넷K-뉴딜,4085.0,55.0,+1.36%,0.0,,,
1145.0,비비안,1323.0,6.0,+0.46%,500.0,2131.0,2011.0,57.0
1146.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,13135.0,65.0,+0.50%,0.0,,,
1147.0,QV 블룸버그 -2X 천연가스 선물 ETN(H),78745.0,3595.0,+4.78%,0.0,,,
1148.0,SK디스커버리우,28850.0,200.0,+0.70%,5000.0,,,
1149.0,경인전자,24850.0,550.0,-2.17%,5000.0,201.0,684.0,1.0
1150.0,TRUE 코스피 양매도 3% OTM ETN,7720.0,0.0,0.00%,0.0,,,
1151.0,미래에셋 원자재 선물 ETN(H),12765.0,225.0,-1.73%,0.0,,,
1152.0,부산주공,486.0,0.0,0.00%,500.0,2305.0,2326.0,-65.0
1153.0,KBSTAR 게임테마,11030.0,5.0,-0.05%,0.0,,,
1154.0,참엔지니어링,638.0,2.0,-0.31%,500.0,1706.0,7397.0,13.0
1155.0,진도,2980.0,235.0,-7.31%,500.0,634.0,1292.0,61.0
1156.0,KB 레버리지 S&P 500 선물 ETN(H),9250.0,125.0,-1.33%,0.0,,,
1157.0,KODEX 철강,9025.0,25.0,-0.28%,0.0,,,
1158.0,SOL 200 Top10,8440.0,10.0,-0.12%,0.0,,,
1159.0,삼성 미국 대형 가치주 ETN,18140.0,0.0,0.00%,0.0,,,
1160.0,SHD,29850.0,100.0,+0.34%,5000.0,1253.0,883.0,142.0
1161.0,대신 인버스 2X 알루미늄 선물 ETN(H),36155.0,525.0,+1.47%,0.0,,,
1162.0,ARIRANG K방산Fn,11800.0,160.0,-1.34%,0.0,,,
1163.0,삼성 레버리지 나스닥 100 ETN(H),8960.0,55.0,-0.61%,0.0,,,
1164.0,삼성 미국 대형 성장주 ETN(H),17845.0,95.0,-0.53%,0.0,,,
1165.0,KODEX 차이나심천ChiNext(합성),10310.0,215.0,-2.04%,0.0,,,
1166.0,KODEX 미국달러선물레버리지,12665.0,255.0,-1.97%,0.0,,,
1167.0,신한 레버리지 S&P500 선물 ETN,17705.0,500.0,-2.75%,0.0,,,
1168.0,삼성 레버리지 금 선물 ETN(H),35085.0,755.0,+2.20%,0.0,,,
1169.0,KODEX 미디어&엔터테인먼트,14030.0,30.0,-0.21%,0.0,,,
1170.0,SUN&L,2780.0,20.0,-0.71%,1000.0,5067.0,5244.0,-177.0
1171.0,신풍,999.0,1.0,-0.10%,500.0,188.0,1124.0,-42.0
1172.0,KOSEF 미국달러선물,14280.0,145.0,-1.01%,0.0,,,
1173.0,삼성 레버리지 China A50 선물 ETN(H),34785.0,630.0,+1.84%,0.0,,,
1174.0,대교우B,1790.0,2.0,+0.11%,500.0,,,
1175.0,카프로,869.0,40.0,-4.40%,500.0,4272.0,3022.0,-1223.0
1176.0,QV S&P500 버퍼10% 9월 ETN,11565.0,0.0,0.00%,0.0,,,
1177.0,한성기업,5580.0,110.0,+2.01%,5000.0,2922.0,2349.0,71.0
1178.0,신한 구리 선물 ETN(H),17245.0,210.0,+1.23%,0.0,,,
1179.0,KODEX 미국배당프리미엄액티브,10010.0,215.0,-2.10%,0.0,,,
1180.0,QV S&P500 VIX S/T 선물 ETN D,17015.0,410.0,+2.47%,0.0,,,
1181.0,KODEX IT,17010.0,165.0,-0.96%,0.0,,,
1182.0,두산퓨얼셀2우B,11270.0,80.0,+0.71%,100.0,,,
1183.0,제이준코스메틱,7490.0,850.0,-10.19%,500.0,62.0,484.0,-107.0
1184.0,유안타증권우,2600.0,15.0,-0.57%,5000.0,,,
1185.0,TIGER 탄소효율그린뉴딜,8175.0,0.0,0.00%,0.0,,,
1186.0,KODEX KRX기후변화솔루션,11955.0,20.0,-0.17%,0.0,,,
1187.0,QV 코스피 200 ETN,33335.0,165.0,-0.49%,0.0,,,
1188.0,TIGER 200 헬스케어,17140.0,750.0,+4.58%,0.0,,,
1189.0,TIGER 차이나클린에너지SOLACTIVE,7975.0,30.0,+0.38%,0.0,,,
1190.0,대신343 K200,32790.0,60.0,-0.18%,0.0,,,
1191.0,KOSEF 국고채3년,109285.0,250.0,+0.23%,0.0,,,
1192.0,KB 레버리지 나스닥 100 ETN,10900.0,215.0,-1.93%,0.0,,,
1193.0,TRUE 레버리지 코스닥 150 선물 ETN,32695.0,485.0,+1.51%,0.0,,,
1194.0,삼성 레버리지 코스닥150 선물 ETN,32520.0,525.0,+1.64%,0.0,,,
1195.0,롯데지주우,40300.0,0.0,0.00%,200.0,,,
1196.0,BYC우,150300.0,0.0,0.00%,5000.0,,,
1197.0,이스타코,752.0,11.0,-1.44%,500.0,76.0,798.0,-32.0
1198.0,금호전기,969.0,15.0,+1.57%,500.0,460.0,618.0,-118.0
1199.0,하나 레버리지 코스닥150 선물 ETN,32125.0,100.0,+0.31%,0.0,,,
1200.0,TIGER 골드선물(H),14225.0,165.0,+1.17%,0.0,,,
1201.0,ARIRANG 미국장기우량회사채,89765.0,250.0,-0.28%,0.0,,,
1202.0,KODEX 인도Nifty50레버리지(합성),10635.0,145.0,-1.35%,0.0,,,
1203.0,대신 레버리지 코스닥 150 선물 ETN,31875.0,320.0,-0.99%,0.0,,,
1204.0,HANARO 200선물레버리지,17220.0,160.0,-0.92%,0.0,,,
1205.0,한화갤러리아우,10930.0,780.0,-6.66%,500.0,,,
1206.0,KB 천연가스 선물 ETN(H),6335.0,165.0,-2.54%,0.0,,,
1207.0,신한 레버리지 다우존스지수 선물 ETN(H),31460.0,600.0,-1.87%,0.0,,,
1208.0,KODEX 차이나A50,19625.0,90.0,-0.46%,0.0,,,
1209.0,SOL 반도체소부장Fn,9805.0,250.0,-2.49%,0.0,,,
1210.0,TIGER S&P글로벌헬스케어(합성),20610.0,260.0,-1.25%,0.0,,,
1211.0,TIGER 미국S&P500배당귀족,10430.0,160.0,-1.51%,0.0,,,
1212.0,대한항공우,28100.0,300.0,-1.06%,5000.0,,,
1213.0,삼성 China A50 선물 ETN(H),15560.0,0.0,0.00%,0.0,,,
1214.0,메리츠 3X 레버리지 국채30년 ETN,51800.0,1015.0,+2.00%,0.0,,,
1215.0,ACE 국고채3년,103525.0,250.0,+0.24%,0.0,,,
1216.0,TIGER 리츠부동산인프라채권TR KIS,4740.0,35.0,+0.74%,0.0,,,
1217.0,삼성 미국 대형 가치주 ETN(H),15495.0,65.0,-0.42%,0.0,,,
1218.0,미래에셋 중국 심천 100 ETN,15475.0,215.0,-1.37%,0.0,,,
1219.0,KODEX 200롱코스닥150숏선물,9085.0,105.0,-1.14%,0.0,,,
1220.0,하나 레버리지 콩 선물 ETN(H),30870.0,640.0,+2.12%,0.0,,,
1221.0,KOSEF 릭소글로벌퓨처모빌리티MSCI,9025.0,115.0,-1.26%,0.0,,,
1222.0,KBSTAR 국채선물5년추종인버스,53800.0,85.0,-0.16%,0.0,,,
1223.0,TIGER 코스닥150선물인버스,4255.0,15.0,-0.35%,0.0,,,
1224.0,KODEX 200ESG,11780.0,35.0,-0.30%,0.0,,,
1225.0,KBSTAR 중장기국공채액티브,102180.0,425.0,+0.42%,0.0,,,
1226.0,미래에셋 인버스 2X 코스피200 선물 ETN,15265.0,80.0,+0.53%,0.0,,,
1227.0,신한 금 선물 ETN(H),15260.0,180.0,+1.19%,0.0,,,
1228.0,KODEX 미국채10년선물,11685.0,45.0,-0.38%,0.0,,,
1229.0,삼성 KRX 금현물 ETN,15140.0,55.0,+0.36%,0.0,,,
1230.0,KBSTAR 국고채3년선물인버스,105080.0,130.0,-0.12%,0.0,,,
1231.0,KODEX 유럽탄소배출권선물ICE(H),13215.0,460.0,-3.36%,0.0,,,
